sell_form_id,sell_form_title,sell_form_cat,sell_form_type,sell_form_res_type,sell_form_def_value,sell_form_opt,sell_form_pos,sell_form_length,sell_min_value,sell_max_value,sell_form_desc,sell_form_opts_values,sell_form_field_desc,sell_form_param_id,sell_form_param_values,sell_form_parent_id,sell_form_parent_value,sell_form_unit,sell_form_options
19474,Wysokość sadzonki  (cm),99818,1,2,0,8,2,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19475,Wysokość sadzonki  (cm),99816,1,2,0,8,0,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19476,Wysokość sadzonki  (cm),99817,1,2,0,8,0,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19477,Wysokość sadzonki  (cm),99754,1,2,0,8,0,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19478,Wysokość sadzonki  (cm),99806,1,2,0,8,2,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19479,Wysokość sadzonki  (cm),99730,1,2,0,8,1,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19480,Wysokość sadzonki  (cm),99745,1,2,0,8,0,0,0.00,0.00,,,Ogród - rośliny,11865,,0,0,,0
19481,Wiek sadzonki (w latach),99730,1,2,0,8,1,0,0.00,0.00,,,Ogród - rośliny,11866,,0,0,,0
19482,Stan,99193,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19483,Stan,149,4,2,0,1,10,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19484,Stan,5560,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19485,Stan,5562,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19486,Stan,8659,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19487,Stan,90034,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19488,Stan,8660,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19489,Stan,8661,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19490,Stan,8662,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19491,Stan,8663,4,2,0,1,9,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19492,Stan,8847,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19493,Stan,8848,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19497,Stan,50590,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19498,Stan,64570,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19499,Stan,64571,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19500,Stan,64584,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19501,Stan,75758,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19502,Stan,78175,4,2,0,1,1,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19503,Stan,78208,4,2,0,1,3,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19504,Stan,90036,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19505,Stan,90037,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19506,Stan,90038,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19507,Stan,90043,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19508,Stan,90044,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19509,Stan,90045,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19510,Stan,90046,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19511,Stan,90047,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19512,Stan,90050,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19513,Stan,90052,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19514,Stan,90053,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19515,Stan,90055,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19516,Stan,90056,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19517,Stan,90057,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19518,Stan,90058,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19519,Stan,90059,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19520,Stan,90064,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19521,Stan,90065,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19522,Stan,90066,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19523,Stan,90067,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19524,Stan,90068,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19525,Stan,90069,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19526,Stan,90070,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19527,Stan,90071,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19528,Stan,90074,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19529,Stan,90076,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19530,Stan,90077,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19531,Stan,90080,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19532,Stan,90081,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19533,Stan,90082,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19534,Stan,90083,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19535,Stan,90085,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19536,Stan,90087,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19537,Stan,90097,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19538,Stan,90098,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19539,Stan,90102,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19540,Stan,90103,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19541,Stan,90104,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19542,Stan,90105,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19543,Stan,90108,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19544,Stan,90173,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19554,Stan,14080,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19555,Stan,14081,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19556,Stan,14206,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19557,Stan,14310,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19564,Stan,15044,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19565,Stan,15045,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19566,Stan,15047,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19598,Stan,13,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19599,Stan,14,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19600,Stan,15,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19601,Stan,16,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19602,Stan,21,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19603,Stan,24,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19604,Stan,165,4,2,0,1,1,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19605,Stan,337,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19606,Stan,358,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19607,Stan,486,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19608,Stan,491,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19609,Stan,698,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19610,Stan,712,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19611,Stan,714,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19612,Stan,727,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19613,Stan,1322,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19614,Stan,3571,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19617,Stan,4476,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19618,Stan,4555,4,2,0,1,1,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19619,Stan,4564,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19620,Stan,5119,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19621,Stan,5120,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19622,Stan,5191,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19623,Stan,8804,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19624,Stan,8806,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19625,Stan,9061,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19627,Stan,14174,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19628,Stan,14202,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19629,Stan,14204,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19630,Stan,14213,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19631,Stan,14215,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19632,Stan,14216,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19633,Stan,14226,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19635,Stan,17999,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19636,Stan,18000,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19638,Stan,19628,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19639,Stan,19629,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19650,Stan,20078,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19651,Stan,20134,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19652,Stan,20163,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19653,Stan,20175,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19655,Stan,28241,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19656,Stan,28573,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19657,Stan,51761,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19658,Stan,62998,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19659,Stan,63489,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19660,Stan,64583,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19661,Stan,67095,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19662,Stan,67129,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19663,Stan,67131,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19664,Stan,67191,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19665,Stan,67416,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19666,Stan,67417,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19667,Stan,67427,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19668,Stan,67428,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19669,Stan,67431,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19670,Stan,67432,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19671,Stan,67434,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19672,Stan,67436,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19673,Stan,67437,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19674,Stan,67442,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19675,Stan,67444,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19676,Stan,67448,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19677,Stan,67449,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19678,Stan,67450,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19679,Stan,67451,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19680,Stan,67452,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19681,Stan,67455,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19682,Stan,67476,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19683,Stan,67525,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19684,Stan,67529,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19685,Stan,67530,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19686,Stan,74254,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19687,Stan,76253,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19688,Stan,76257,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19689,Stan,76328,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19690,Stan,76329,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19691,Stan,76334,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19692,Stan,76335,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19693,Stan,76360,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19694,Stan,76385,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19696,Stan,77939,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19704,Stan,89253,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19706,Stan,93533,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19707,Stan,97918,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19708,Stan,97922,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19710,Stan,98845,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19752,Stan,16418,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19753,Stan,16419,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19754,Stan,16421,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19755,Stan,16424,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19756,Stan,16425,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19757,Stan,16426,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19758,Stan,16427,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
19759,Stan,16428,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
